id,label,tweet,,,
tw:798206226144366593,0,"A couple of hours pause to count the dead,map the atrocities,as military reload their weapons+plot next #Rohingya villages to burn to ground",,,
tw:798207766036881408,0,"Heart stops beating! Rohingya women mourning on dead bodies of her family, burnt alive by #Myanmar army @POTUS… https://t.co/iipBi8nxtP",,,
tw:798219044641968128,0,#undocumented #migrant invasion. The evolution of Immigration &amp the death of assimilation and respect for one's hos… https://t.co/5XUSnKGiet,the death of assimilation and respect for one's hos… https://t.co/5XUSnKGiet,,
tw:798219453813047296,0,"Migration, a death defying feat, but sadly not all Bewick's make it. Read more in our weekly round up &gt;… https://t.co/0nLoIGIawp",,,
tw:798285994269110272,0,"Political points to be scored for 🎩Truffles, the ""deal"" is just another excuse for incompetent human trafficking go… https://t.co/8RD3HoGYtV",,,
tw:798288499350863873,0,"RT @neenahouse: I would include the refugee @HahnAmerica. Without intervention or aid, refugees may also face certain death.… ",,,
tw:798333157217013760,1,#NEWS #WORLD Five dead as Mediterranean migrant death toll continues to rise - Yahoo News… https://t.co/kV7BHDF2wT,,,
tw:798381104583446528,0,"""EXPLORES THE BORDER OF LIFE AND DEATH!""-IMMORTAL FEAR-A Medical Thriller-Get The Kindle https://t.co/FB8c8ekIAV Ki… https://t.co/VAKM4kCzii",,,
tw:798456441866686465,1,More tragedies in the central #mediterranean. At least 6 people dead off the coast of #Libya yesterday #DeathatSea #migration,,,
tw:798459839567405056,1,"341,055 migrants incl refugees arrived by sea to Europe
4,271 dead/missing https://t.co/Dc8umzcLLs #MigrationEurope https://t.co/wyMDNkaQQB",,,
tw:798463262539005952,0,"Hélas, avec le PS, si tu es migrant tu es mieux traité qu'un agriculteur = une retraite de merde après avoir bossé… https://t.co/NeBlTyobHG",,,
tw:798463957342130176,1,"Trafficked &amp; unaccompanied refugee children going missing from UK care homes via @ECPATUK &amp; @missingpeople
https://t.co/AAhg8haR3N",,,
tw:798472695843266560,1,Dozens feared missing in migrant wreck https://t.co/UOBVqtlYX4 #Ansa,,,
tw:798474930547363840,0,Someone send this moron to Manus for a month &amp we will see how genuine she is. I'm sick to death of her hate speech… https://t.co/oYxc6BSPKF,we will see how genuine she is. I'm sick to death of her hate speech… https://t.co/oYxc6BSPKF,,
tw:798477455854080000,1,"Dozens feared missing in migrant-dinghy wreck - Italian Coast Guard coordinating rescue, 15 saved https://t.co/e0l2Il5Zsz",,,
tw:798495331990274048,1,Six migrants drown in shipwreck off Libya,,,
tw:798501486951010304,0,"Since https://t.co/J360yr2faO seems to be dead, what is the preferred schema migration tool for gophers now? #golang",,,
tw:798507002716680192,1,"Europe: 341,000+ #migrant arrivals by sea recorded so far this year. Nearly 4300 perished or are missing, according… https://t.co/aniGqiON32",,,
tw:798513459553910784,0,A border expert told us why building walls only leads to death and instability: https://t.co/bo39p5PitP,,,
tw:798521363283574784,0,Border expert tells us why Trump's Mexico wall plans might lead to death and destabilisation https://t.co/t3WSk24zEC via @BIUK_Politics,,,
tw:798524259425468416,0,"Refugee brothers in Zaatari refugee camp, Jordan, missing their brother who was recently resettled to Canada… https://t.co/VpY96LyKw0",,,
tw:798534493204312065,1,Dozens feared dead in new Mediterranean migrant sinking | by @AngusM1966 https://t.co/kO87yVzG8r https://t.co/TtFBSGRkkT,,,
tw:798543569447436288,1,Migrant Crisis: Dozens feared dead in new Mediterranean sinking https://t.co/Ra6PUmDNsn https://t.co/BslCOD7PWo,,,
tw:798548503706345474,0,@asmith83 @newscientist nah your boy Soros has already reserved this for himself.Where do you think all his 200K mi… https://t.co/bs5u9kKGv2,,,
tw:798577845933080576,0,"Sponsor teachers for the #Yazidi #refugees through our #braveones campaign: https://t.co/8dL7I6WGFp
$20 can… https://t.co/T1o1juQrDu",,,
tw:798587658049966080,1,"100 missing after migrant boat capsize in Med, on top of dozens feared missing after sinking on Monday @AFP breaking",,,
tw:798587767395590144,1,#BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO,,,
tw:798588059780456448,1,#obama_athens ας πει κάποιος στους πλανητάρχες ότι οι άνθρωποι πνίγονται λίγο πιο πέρα απο το Αιγαίο https://t.co/HK0gaWdnGK,,,
tw:798594246445961216,1,"NGO says 100 missing in Med after migrant boat capsize
 https://t.co/slru42yoXg",,,
tw:798602984280076288,1,"Hundreds dead as boats sink off Libya, survivors tell UN https://t.co/DsCzMPMjre https://t.co/WkNyEPgZsm",,,
tw:798604837663346688,1,100 feared dead in Mediterranean after migrant boat capsize https://t.co/fRQG2tnyX1,,,
tw:798612873664544768,1,100 missing in Med Sea after migrant boat capsized https://t.co/POUBfi6drt,,,
tw:798614857725538304,1,"100 missing in Med Sea after migrant boat capsized: Around 100 people were missing, feared drowned, in the…… https://t.co/B06mbMI87S",,,
tw:798623129908039681,1,#Internacional Al menos 11 inmigrantes hondureños murieron en México la semana pasada https://t.co/wZEGnROTGu #Terra,,,
tw:798628419219005440,1,100 feared dead after migrant boat capsizes in Mediterranean https://t.co/xLxshhDHAu,,,
tw:798631678889566208,1,About 100 people feared dead as another refugee dinghy capsizes in the Mediterranean https://t.co/kHqHCdeW9E,,,
tw:798631902487789572,1,"Migrant death toll in Mediterranean passes 4,000 in 2016 https://t.co/HBR2JiNULH https://t.co/O9eOuDjYi3",,,
tw:798632931069607936,1,#Europa está convirtiendo el #Mediterráneo en una fosa común https://t.co/LjlQ4fiiq0,,,
tw:798634303068524544,1,"30+ #Rohingya Incl: an 18-mo Baby Mercilessly Slaughtered, Shot Dead. Women Stripped Naked, Beaten and Humiliated. https://t.co/iiodZptb3z",,,
tw:798643079733383171,0,‘La Vie Après La Neige (Dead Migration Album out on November 18!)’ sur #SoundCloud #np https://t.co/GYhJl8eIzY,,,
tw:798647819460603905,1,Hundreds feared dead in refugee shipwrecks off Libya - https://t.co/zoluj9aHHe #shipwrecks https://t.co/t0d10HICvS,,,
tw:798648808737341440,1,"100 feared dead in Med after migrant boat capsize: ROME (AFP) - Around 100 people were missing, feared drowned, in… https://t.co/JasSVg678D",,,
tw:798661690833260545,0,"Being an ""inclusionist"" does not merit irresponsible immigration &amp; unfettered refugee policies. U #LibTARDs R completely missing the mark!",,,
tw:798668426294214656,1,"@ukinburma @USEmbassyBurma @MalikMujahid @AJENews @aindregard1 @Min_Aung_Hlaing @FedericaMog @AFP @nytimes @KenRoth

https://t.co/b8o3SYHyH4",,,
tw:798710435683901440,1,"RT @ItalianInsider1: Migrant shipwreck on Monday night sees 15 saved, many more believed to be missing https://t.co/0BXNZmWjS7 https://t.co…",,,
tw:798729404478197765,1,"Around 100 people were missing, feared drowned, in the Mediterranean after a migrant dinghy capsized off Libya
https://t.co/iBtLYxMMKk",,,
tw:798737536722026496,1,"100 Missing in Mediterranean, Setting Refugee Death Toll Record https://t.co/rtKUgwTSyV",,,
tw:798767591841878016,1,"100 feared dead in Med after migrant boat capsize

Around 100 people were missing, feared drowned, in the... https://t.co/jHZEWpuXEc",,,
tw:798767834536943616,1,Hundreds Missing As Migrant Boat Capsizes Off Libya -  https://t.co/tEwjGrxJot https://t.co/nd0DC0Acxf,,,
tw:798782694112931841,1,"100 Feared Dead After Migrant Boat Capsized In Mediterranean Off #Libya
https://t.co/J7d2wmN1r7",,,
tw:798790538447056896,1,100 feared dead in Mediterranean after migrant boat capsize: One of the victims of the capsize… https://t.co/QKMQvCSJHc #til_now #news #DNA,,,
tw:798798434962546688,1,"100 feared #dead off #Libya'scoast after #migrant #boat #capsizes in #Mediterranean
https://t.co/tS94sQ4K7m",,,
tw:798801141643345920,1,100 feared dead in the #Mediterranean after #migrant boat capsize https://t.co/oNzmONObQy https://t.co/3EEjPjGmDJ #Tribune,,,
tw:798807416758366208,0,"[From January] 10,000 refugee children are missing, says Europol https://t.co/iABkNfMC5O",,,
tw:798841658326429696,0,Shock As Asylum Seeker Stabs Wife to Death After Throwing Her Out a Window https://t.co/dM46bWzERs,,,
tw:798848466088660992,1,In Mediterranean: 100 feared dead after migrant boat capsize https://t.co/C6bA96CARt,,,
tw:798864150394875904,0,مهاجر في المانيا رمى زوجته من الشباك وهجم عليها وطعنها حتى الموت https://t.co/34Ba4oZH1K,,,
tw:798866402098708480,1,"@DailySabahDE 9 thousand missing refugee children in Germany , the world this so-called EU-civil (!) because he was silent-insensitive?",,,
tw:798885971613904897,0,Throwing his wife out of the window wasn't enough #Muslims https://t.co/SNNaXinfRx,,,
tw:798892723029835780,1,"#Europe - #Migration - - Almost 5,000 refugees dead trying to reach #EU - ANSA - https://t.co/EoAah2SRrw",,,
tw:798904494750920708,1,#news Migrant survivor testimony raises death toll to 240 - Yahoo7 - Yahoo7 News: Yahoo7… https://t.co/xptmXBC9Fk,,,
tw:798908512982237184,0,"Disgusting #pizzagate scandal
Where r the missing 9000 refugee kids
 # germany #Merkel #almanya #german",,,
tw:798917604459106304,1,#rescued At least 100 people are missing after a migrant boat capsized in the ... A total of 550 people were saved… https://t.co/5F0LnSst0d,,,
tw:798919880955363328,1,"Vid of dead #Rohingya man floating in water near Dar Gyi Sar village tract killed by army on 12th Nov, in timeline of @nslwin",,,
tw:798924671781654529,1,At least 240 refugees drown in boat disasters in Mediterranean Sea https://t.co/eUG7BAOFCz,,,
tw:800841220205342720,0,RT @johntwit99: #GrantLoebs Do your job Grant. Protect the victims not the criminals. @TwinFallsPD @TwinFalls_Buzz https://t.co/jZ9ZeihtWx,,,
tw:800843466246918145,0,Shocking Video! Syrian Muslim Refugee Plays Dead only to Steal Car - https://t.co/CdB2eQWxKw @ISupport_Israel,,,
tw:800847576077463552,0,"9000 people missing = 10 Million people dying in death camps

ok https://t.co/wUGAkHNGhh",,,
tw:800861111172157440,0,"RT @Death2RapeGangs: #Brexit Still Comes First For Me. Couldnt care less, no one is caring for OUR ppl  ( raped english girls  https://t.co…",,,
tw:800904466362834944,0,Coincidence? And at the same time in the EU: Muslim migrants drag and rape female Chinese teen students in Germany… https://t.co/SC8JyJ6Mrx,,,
tw:800955261410279424,0,"2/2 #Rohingya #KyaGongTaungVt
Homes burnt, family mmbrs been burnt alive &amp; shot dead, women r raped by #MyanmarArmy… https://t.co/lyyPieoywg",,,
tw:800960331296231424,0,#democRat &amp #Libtards like @TessRafferty who #VOTEHILLARY support #pedaphile &amp,#Libtards like @TessRafferty who #VOTEHILLARY support #pedaphile &amp,ths kinda sickShit #rape https://t.co/dgaLBlRmxD,
tw:800961546792923136,1,"African Muslim Migrants Drown after Mistaking Arab Ship for European one  https://t.co/Et5kVcdFIt Muslim ships don't take ""refugees""",,,
tw:800975777349140480,1,Many more deaths of migrants and refugees in the Mediterranean this year than in 2015. https://t.co/0OefJ3ffLA,,,
tw:800977486385287168,0,RT @nslwin: This dead body found in #DarGyiSar today. Identified as Amir Muluk s/o Wazuddin. He was shot dead on Nov 12 by…,,,
tw:800981974999506944,0,Sozialmissbrauch und Einwanderung in die Systeme ist empirisch kein relevantes Phänomen. Oder habt Ihr andere Zahle… https://t.co/xT7uLraJIY,,,
tw:800999479356850176,1,345.440 llegadas de migrantes y refugiados por mar en 2016. Más de 4.655 muertes. https://t.co/ouaBFKh7wE,,,
tw:801008659530743808,1,African Migrants Drown after Mistaking Tunisian Fishing Ship for Coast Guard and Sinking own Boats - YouTube - https://t.co/IpWAl6lMAN,,,
tw:801014696853655552,0,Please keep this circulating. Horrific story. Shameful story of 5yr old girl's rape by Muslims. https://t.co/JWnF07TSRV,,,
tw:801017379039903744,0,@Jewtastic @JaredWyand shrinking demographic and mass migration from islamic countries are a death sentence to europe and all we love.,,,
tw:801018025130356737,1,"This is what the EU has created. Smh.
African Migrants Drown after Mistaking Tunisian Fishing Ship for Coast G... https://t.co/Arrv0hUndR",,,
tw:801020005047336961,1,"Police to ""increase security"" in wake of migrant death
https://t.co/8bu8QQeQts https://t.co/8xjUglxZyp",,,
tw:801020648776757248,0,Migrazioaren datu gordinak Mediterranioan. https://t.co/EpJWGFXRKb,,,
tw:801027182160068609,0,"Sir, please condemn the death of fellow Indians who died in bank's q ; at border due ur nitwit decision. https://t.co/tU4MR3xSyT",,,
tw:801036690483646464,0,RT @Death2RapeGangs: Asylum Seeker #MUSLIM Arrested After 'Stabbing Ex Wife To Death in Front of Their child' https://t.co/OFB4qmiCyX #ISLAM,,,
tw:801039617730301952,0,"I thought Idaho was part of America,,,I thought Idaho was one of us?????? https://t.co/9NgIPe06pn",,,
tw:801041636151193600,1,"🔶 Eight dead, 'many' missing in new Med migrant drama",,,
tw:801046299776872448,1,"BREAKING: Eight dead, ‘many’ missing migrant boat accident https://t.co/y1Gq1jq4u7",,,
tw:801051966272999424,1,"Eight Die, Many Missing As Migrant Boat Capsizes - https://t.co/vljAs1PW4Q https://t.co/fPwGSxN56Q",,,
tw:801062165880803328,1,African migrants drown as boat sinks near fishing vessel: https://t.co/yJ5Y7nHcSJ via @YouTube,,,
tw:801065609509253120,1,"Migrant crisis: Many are feared dead in Mediterranean, say Italian coastguard https://t.co/nDmaokghoD https://t.co/MUWH4tn20q",,,
tw:801066734358822912,1,"Eight dead, 'many' missing in new Med migrant tragedy - At least eight people died and ""many"" more are missing ... https://t.co/Fz4wFnQJ3l",,,
tw:801067323465400320,1,"Breaking: 8 Dead, Many Missing As Migrant Boat Capsized https://t.co/QtBz9fQmRV",,,
tw:801074554667941888,1,RT @IOM_Libya: #BREAKING: #Migrant death toll in the #Mediterranean hits a new record in November https://t.co/o2pOObDTFI https://t.co/tFAn…,,,
tw:801094376873021441,1,RT @TheLocalItaly: Eight dead and 'many' unaccounted for in latest Mediterranean migrant drama: https://t.co/1mrcyv9pgd https://t.co/oOtAbg…,,,
tw:801126935703289856,1,Eight dead and many missing after migrant boats sink in Mediterranean https://t.co/t8aFYam6nv https://t.co/k0uVhumtUo,,,
tw:801129378411401216,0,.@KTHopkins I'm currently in Lesvos on a lifeboat stopping migrants drown. Every single one I've met show more British qualities than you...,,,
tw:801141202087280642,1,"#migrants drown as they #sink their own #boat after crashing it into side of #Tunisian fishing 
#MigrantCrisis… https://t.co/JYXAMEFFgy",,,
tw:801803157609336832,0,"Theme of #EU #childrights forum ever more pressing, unaccompanied #children go missing every day from 1st reception… https://t.co/QWLiNJgiYh",,,
tw:801859499057217536,0,"#Death toll mounts, as India-Pakistan tensions seethe: The “new normal” between India and Pakistan is cross-border… https://t.co/sstY9rDgUw",,,
tw:801871392417480704,0,"RT @MaartenVonk: Ze vriezen dood in #Bulgarije die illegalen. 
https://t.co/i7FTVz3QZd
Hebben ze nog geluk niet aan stukken gescheurd te wo…",,,
tw:801872524002914304,1,"Habe ich mich doch geirrt? Und nun gehts in Italien doch zuerst los,daß sich die Einheimischen zur Wehr setzen?… https://t.co/wF3XPoGU8h",,,
tw:801912720375287808,1,"One woman refugee dead in #Moria, children injured (feared dead) by fire that broke out in their tent. Fire-brigade still on site. via @ert",,,
tw:801918870504218625,1,"RT @ChiosMonitor: Horrifying, tragic news from #Lesvos. 3 confirmed dead after a fire in #Moria refugee camp. A mother and her two young ch…",,,
tw:801922515518062592,1,"Greece: gas explosion and fire reported at Moria refugee camp on Lesbos, at least 2 dead – Athens News Agency https://t.co/bexmr2Hi3n",,,
tw:801929382147346432,1,RT @Klartext_Berlin: Was die deutschen Medien vergaßen: Migranten greifen Polizei in Bulgarien an #Lückenpresse #AfD https://t.co/spDc0LG8s…,,,
tw:801936989192916992,1,Greece: 2 Dead as Fire Rages Through Refugee Camp https://t.co/uta0bcicYD,,,
tw:801943034061586432,0,Migrants set fire to Greek camp after refugee death: police - Angry migrants set fire to a camp Thursday on the... https://t.co/m6IPOesIb3,,,
tw:801945324138807297,1,"2 dead, 2 injured in fire at Greek refugee camp https://t.co/eOQl3dtSQU https://t.co/ibEecxVwy9",,,
tw:801967031151185920,1,Two Die After Fire Breaks Out at Greek Migrant Camp. https://t.co/gSp0hVAFWR,,,
tw:802073925777784832,1,"#ErdoganDeVerschrikkelijke dreigt ons te overspoelen met invasie.
(invasie met opleiding, die bleven in Turkije ach… https://t.co/baNZHzmLZ8",,,
tw:802077010394775552,1,🆘‼️🔥 #Greece: Explosion at #Moria Refugee Camp (#Lesbos) causes large fire. There are 2 dead. Reason: a gas cooker. https://t.co/KS2EarKZVa,,,
tw:802080679911505921,0,"Death toll in cross-border #Indian firing on civilian bus rises to 10

Read more: https://t.co/EiCbEwsj6Y https://t.co/3JC9KNCbCW",,,
tw:802084397369397248,0,#EU watches as #migrants drown at sea and die on #Europe's own soil. #Moria #fire https://t.co/XHomWwNOQT,,,
tw:802117886873600000,0,Tens of thousands of children at risk of starvation in Nigeria crisis | World news | The Guardian https://t.co/RmK0JjGcYm,,,
tw:802121708001959936,0,"@KarimJebari på listan över underrapporterade potentiella katastrofer finns också:

https://t.co/8gsetBJT1f",,,
tw:802122632233713664,0,"Whether we like it or not its true: the most severe form of malnutrition is still making front page news in 2016. 
https://t.co/GMx4hBNAAv?",,,
tw:855352249651822593,0,"RT @pauldutton1968: #SackDutton because it's never his fault or under his control.
https://t.co/IKO1vL8yig",,,
tw:855357517479772162,0,"Interessant die #Muslim in, die ab sec 0:08 vorbeieilt, statt ihren #ISlam ischen Glaubensbrüdern ein mäßigendes Wo… https://t.co/5C7zCtb3cz",,,
tw:855359226159521792,0,"Travelling East today to the English Welsh border ... 
Back to the Death Star sunday evening..",,,
tw:855361739570823168,0,RT @stephanieando: UPDATED: Senate Committee calls for review of medical evacuation procedure after death of #Manus refugee https://t.co/mp…,,,
tw:855362999900622848,0,"RT @hsclarkmystery: ""TAKES YOU To The Border of Life &amp; Death!""-IMMORTAL FEAR-An Amazon Top Rated Medical Thriller-Get The Kindle Now… ",,,
tw:855365430461874176,0,Cruel unnecessary death @PeterDutton_MP because of your deliberately cruel policies. #SackDutton for foul unAustral… https://t.co/CdU5MUNpp8,,,
tw:855368203433914373,0,RT @FarangisN: When Did Ahmad Die? #Uzbekistan's test questions for wannabe migrants sparks controversy https://t.co/cCUMclYEzU,,,
tw:855368436779810817,0,RT @blochbihler: Die Europäische Grundrechteagentur berichtet monatlich über die Situation von Flüchtlingen in 14 Mitgliedstaaten. I…,,,
tw:855370208759894017,1,RT @stephanieando: .@DIBPAustralia The Department also provided details surrounding the death of Sudanese refugee Faysal Ishak Ahmed https:…,,,
tw:855371917523660800,1,Iraqi refugee abused by German far-right sympathizers found dead week before trial https://t.co/BWsHgmTcGM #news,,,
tw:855374348995227649,0,Send them all back dead or alive and save our great cities from this scum.these ppl have nothing to offer Europe#No… https://t.co/OHnTJxNN60,,,
tw:855379206376652801,1,"RT @TuvaRB: Every day an average of 14 migrants, the vast majority from sub-Saharan Africa, die crossing the #Mediterranean. https://t.co/w…",,,
tw:855380889177600001,1,"Iraqi refugee who was abused by far-right sympathizers in Germany's Saxony state found dead a week before hearing
https://t.co/FguwULkQd9",,,
